1969,3.4917,3.1248,-11.3600
1971,5.9500,3.2934,10.7900
1975,8.4750,-0.2055,31.5500
1976,7.7000,5.3881,19.1500
1991,6.8500,-0.1083,26.3100
1992,7.4917,3.5224,4.4600
1998,4.5000,4.4814,26.6700
2000,3.9667,4.1275,-10.1400
2001,4.7417,0.9983,-13.0400
2002,5.7833,1.7417,-23.3700
2007,4.6167,1.8762,3.5300
2008,5.8000,-0.1366,-38.4900
2009,9.2833,-2.5368,23.4500
2017,4.3500,2.3327,19.4200
