2949,1959,86
2721,1959,28
2165,1959,68
4431,1959,71
4966,1959,32
3990,1959,11
1196,1959,6
2106,1959,73
566,1959,98
2099,1959,44
1430,1959,58
4341,1959,76
4093,1959,24
1435,1959,61
4679,1959,81
4561,1959,7
2910,1959,2
4779,1959,38
3972,1959,65
2519,1959,78
633,1959,51
3513,1959,54
54,1959,26
4563,1959,77
113,1959,72
3480,1959,15
4291,1959,83
4402,1959,46
4425,1959,67
2764,1959,5
2418,1959,74
2417,1959,27
1255,1959,64
94,1959,82
1260,1959,87
92,1959,30
2404,1959,84
3457,1959,3
2353,1959,99
3459,1959,66
2770,1959,49
2771,1959,56
3460,1959,75
4610,1959,29
3370,1959,52
4032,1959,69
2282,1959,62
2494,1959,59
4393,1959,90
2229,1959,23
4695,1959,41
561,1959,70
5358,1959,91
1981,1959,63
24,1959,34
4358,1959,60
4407,1959,1
2570,1959,92
3611,1959,31
1632,1959,53
2581,1959,37
4352,1959,36
763,1959,17
5042,1959,45
3121,1959,39
1735,1959,88
4342,1959,40
1657,1959,35
366,1959,95
3127,1959,19
1709,1959,57
3850,1959,100
3159,1959,93
5049,1959,50
2622,1959,33
4901,1959,4
4406,1959,97
4125,1959,13
1614,1959,85
2528,1959,9
3813,1959,89
3815,1959,21
1174,1959,14
827,1959,8
125,1959,25
4813,1959,55
4461,1959,22
1169,1959,43
4016,1959,16
4330,1959,96
3543,1959,47
3568,1959,12
3062,1959,94
3181,1959,42
1612,1959,79
3573,1959,18
33,1959,20
239,1959,80
245,1959,48
3080,1959,10
3979,1960,28
1083,1960,95
3770,1960,100
2726,1960,96
3985,1960,22
4296,1960,74
2688,1960,92
4413,1960,36
119,1960,75
4571,1960,56
4598,1960,53
3039,1960,97
5135,1960,57
3211,1960,34
4514,1960,58
3083,1960,42
775,1960,79
3025,1960,64
3094,1960,44
751,1960,29
3125,1960,17
744,1960,3
3129,1960,77
233,1960,16
5171,1960,12
5156,1960,24
4599,1960,1
5121,1960,21
3279,1960,88
2762,1960,38
1014,1960,59
3373,1960,20
2772,1960,99
3781,1960,26
5090,1960,91
653,1960,35
5224,1960,80
2866,1960,48
4568,1960,10
5332,1960,89
4284,1960,18
2937,1960,68
885,1960,45
268,1960,73
2671,1960,51
3139,1960,94
4362,1960,67
1294,1960,11
2331,1960,62
5302,1960,46
1607,1960,31
506,1960,32
2247,1960,6
1376,1960,49
4910,1960,54
4969,1960,40
2160,1960,43
4385,1960,71
5375,1960,85
1409,1960,69
1423,1960,61
1577,1960,33
2081,1960,65
3499,1960,47
4777,1960,81
3562,1960,23
3509,1960,87
443,1960,90
458,1960,37
1487,1960,78
4946,1960,72
3536,1960,39
4126,1960,76
2428,1960,7
4940,1960,25
2443,1960,19
3749,1960,4
2650,1960,30
5045,1960,14
3423,1960,41
1684,1960,50
4157,1960,83
2596,1960,82
2551,1960,63
1683,1960,84
1184,1960,60
2435,1960,66
4142,1960,98
1716,1960,2
1671,1960,8
1199,1960,86
4197,1960,9
1240,1960,15
343,1960,27
4351,1960,5
115,1960,55
1735,1960,93
1645,1960,13
1717,1960,52
4037,1960,70
365,1961,67
673,1961,11
3581,1961,9
674,1961,33
3538,1961,77
5187,1961,16
327,1961,44
345,1961,66
3814,1961,97
3571,1961,31
5293,1961,56
3527,1961,30
546,1961,73
3319,1961,29
3809,1961,54
4415,1961,25
555,1961,40
3744,1961,5
3757,1961,20
3155,1961,6
3743,1961,46
281,1961,76
4302,1961,95
3768,1961,86
5229,1961,10
